"","V1"
"對問不到的因為",1
"對問甚麼都不要",1
"對單身者講話心",1
"對夫妻總是跟年",1
"對女生就是沒好",1
"對女生的要求就",1
"對她來說真的不",1
"對孕婦的福利希",1
"對客戶廠商可以",1
"對家庭孩子無心",1
"對寵物沒有愛其",1
"對對方的容忍度",1
"對小孩就是要拿",1
"對小孩改觀發現",1
"對小孩會有耐心",1
"對小孩本來就有",1
"對小孩概念都是",1
"對小孩諸多抱怨",1
"對很多年輕人來",1
"對情人體貼h不",1
"對懷孕婦女的不",1
"對成熟對育兒有",1
"對我來說努力是",1
"對我來說跟打電",1
"對我們關愛單方",1
"對我影響好像還",1
"對我狂奔而來一",1
"對我的那種無條",1
"對我而言，除了",1
"對我而言就像因",1
"對我而言生活品",1
"對我而言第三段",1
"對我說加油一開",1
"對我說妳不要那",1
"對我說絕對不會",1
"對打機我只能在",1
"對打機我能夠因",1
"對推文的回應大",1
"對擁有兒女這件",1
"對擇偶條件的要",1
"對教育水準高經",1
"對整個世界都是",1
"對整個人類進程",1
"對方也愛我們的",1
"對方來啊很奇怪",1
"對方值不值得託",1
"對方壓力外，到",1
"對方如果不打槍",1
"對方家長我也經",1
"對方明明就是打",1
"對方是早生小孩",1
"對方是認真的想",1
"對方時間了雖然",1
"對方有另一半而",1
"對方有問題以前",1
"對方條件很好啊",1
"對方的容忍度會",1
"對方的經濟以至",1
"對方經濟許可養",1
"對方表示公司育",1
"對於不想生小孩",1
"對於大多數男生",1
"對於家庭想像的",1
"對於小孩教育跟",1
"對於沒生過的女",1
"對於生小孩和社",1
"對於生小孩這件",1
"對於結婚對象的",1
"對於自己的骨肉",1
"對於臺灣這塊土",1
"對於這問題呈現",1
"對是需要犧牲的",1
"對有些人來說連",1
"對未來生小孩一",1
"對條件那你的確",1
"對比應付你爸現",1
"對沒有生育的夫",1
"對沒錯就只有這",1
"對父母非常有愛",1
"對爸媽付出的回",1
"對牢固的很多人",1
"對玻璃杯開始有",1
"對現在的小孩叛",1
"對生活品質造成",1
"對的BUT台灣",1
"對的人最難的除",1
"對的人想要直接",1
"對的對象那真的",1
"對的我覺得政府",1
"對的是你的免疫",1
"對的是你的外表",1
"對的時候沒甚麼",1
"對的時候都會在",1
"對的生活沒有煩",1
"對的絕對比應付",1
"對的那些你要為",1
"對穩定育兒環境",1
"對策失效現在不",1
"對結婚生子有沒",1
"對結婚這件事還",1
"對而反對問甚麼",1
"對而反對現在的",1
"對而言有個體差",1
"對育兒有利但一",1
"對自己和另外一",1
"對自己有信心但",1
"對自己沒信心自",1
"對自己的人生負",1
"對至於我跟我老",1
"對臺灣自我認同",1
"對象<U+B4",1
"對象QQ少子化",1
"對象不想就不會",1
"對象之類的光想",1
"對象但工作生活",1
"對象但是因為身",1
"對象但有一個點",1
"對象又更無力了",1
"對象啊而且養小",1
"對象啦不要想太",1
"對象她想要一個",1
"對象後開始拚命",1
"對象有哪些事情",1
"對象男友明年就",1
"對象的女孩多嗎",1
"對象的年收等經",1
"對象結婚每次只",1
"對象這還是第一",1
"對象那真的快樂",1
"對象都沒有時講",1
"對貧窮沉默群體",1
"對這樣才符合統",1
"對錯我不會指責",1
"對養兒就是防老",1
"導4完整新聞連",1
"導一樣呢試著跟",1
"導向教育像川普",1
"導向時間更是完",1
"導單身的名媛網",1
"導致他們憂鬱輕",1
"導致孩子幼年中",1
"導致小孩走偏類",1
"導致犧牲了許多",1
"導致的憂鬱很難",1
"導致轉世遙遙無",1
"導致這一切的主",1
"導說養一個小孩",1
"導養一個小孩到",1
"小一一學期一個",1
"小一間現在流行",1
"小七的物價便當",1
"小事管教才是大",1
"小事都是奢求也",1
"小你的慾望他克",1
"小你而已你還是",1
"小便接過流浪漢",1
"小公寓更溫暖下",1
"小最慘的是感覺",1
"小冤家不花錢雇",1
"小到大唸私立長",1
"小到大考試是我",1
"小到大都很明確",1
"小叮噹第219",1
"小吃緊不過也會",1
"小坪數大樓房間",1
"小基本上就是有",1
"小妹和男友交往",1
"小妹很嚮往美滿",1
"小妹我就覺得1",1
"小妹我是從小到",1
"小妹有潔癖東西",1
"小姐姐隔壁會給",1
"小姐要求叫小孩",1
"小姑娘還真沒辦",1
"小孩，但數量我",1
"小孩，但會接受",1
"小孩，而且另一",1
"小孩。我承認我",1
"小孩<U+FF",1
"小孩24歲被逼",1
"小孩3z雙方各",1
"小孩５人生才完",1
"小孩一個月開銷",1
"小孩一起成長的",1
"小孩一起探索這",1
"小孩一邊做家事",1
"小孩一間房購屋",1
"小孩一點意願都",1
"小孩上一代的人",1
"小孩上山下海他",1
"小孩上街洋溢著",1
"小孩不一定會照",1
"小孩不只虐我連",1
"小孩不只要拯救",1
"小孩不喜歡登山",1
"小孩不愁吃穿他",1
"小孩不是嗎不用",1
"小孩不是她生的",1
"小孩不會擔心遺",1
"小孩不管有錢人",1
"小孩不行。另外",1
"小孩不行阿單身",1
"小孩不要問好處",1
"小孩不要想得太",1
"小孩不要有什麼",1
"小孩不論男女我",1
"小孩不過這和父",1
"小孩不錯的教育",1
"小孩之中然後不",1
"小孩之後你就是",1
"小孩之後你會發",1
"小孩之後我居然",1
"小孩之後我才了",1
"小孩之後會母愛",1
"小孩也不會怎樣",1
"小孩也不行時常",1
"小孩也六歲了一",1
"小孩也完全不覺",1
"小孩也常常聽到",1
"小孩也很不容易",1
"小孩也是一樣永",1
"小孩也會接受生",1
"小孩也需要很多",1
"小孩乾你P事還",1
"小孩了也開始規",1
"小孩了光養活我",1
"小孩了最近身邊",1
"小孩了周遭的長",1
"小孩了因為基因",1
"小孩了富人生小",1
"小孩了我雖然沒",1
"小孩了這個問題",1
"小孩人都是自私",1
"小孩仇不仇孩都",1
"小孩他們小的時",1
"小孩他的教養個",1
"小孩他說真的不",1
"小孩付你退休金",1
"小孩以前也都是",1
"小孩以前可能是",1
"小孩以前這件事",1
"小孩以後有朋友",1
"小孩似乎也滿不",1
"小孩似乎是正常",1
"小孩但也沒有特",1
"小孩但他選擇生",1
"小孩但女生自己",1
"小孩但我另外想",1
"小孩但我本身因",1
"小孩但我沒辦法",1
"小孩但我看到不",1
"小孩但我真的不",1
"小孩但是我們家",1
"小孩但是我對他",1
"小孩但是為什麼",1
"小孩但還是尊重",1
"小孩你不懂我們",1
"小孩你們呢自從",1
"小孩你們會有這",1
"小孩你生的你活",1
"小孩你要生小孩",1
"小孩你還要擠出",1
"小孩來世上工作",1
"小孩來了六年花",1
"小孩來害人好嗎",1
"小孩來時比較不",1
"小孩來虐待自己",1
"小孩來讓他們也",1
"小孩來讓自己比",1
"小孩來跟著受苦",1
"小孩來這個世界",1
"小孩例如懷孕期",1
"小孩們長大後也",1
"小孩做家事的以",1
"小孩充電的速度",1
"小孩先別說金錢",1
"小孩先生在傳統",1
"小孩光開銷就至",1
"小孩全程負責的",1
"小孩八成上不了",1
"小孩八成不帥不",1
"小孩八成跟我一",1
"小孩再怎麼樣也",1
"小孩凍齡了直到",1
"小孩出來鬼島受",1
"小孩出生真的覺",1
"小孩出門一整天",1
"小孩到了越高等",1
"小孩到底為何比",1
"小孩到底長怎麼",1
"小孩到時候真的",1
"小孩前幾天討論",1
"小孩剛好而已只",1
"小孩剛看到討論",1
"小孩勒還說我過",1
"小孩勢必請保姆",1
"小孩半路拉屎在",1
"小孩即使男生高",1
"小孩原本沒有計",1
"小孩去買早餐回",1
"小孩又不一定要",1
"小孩又或者看到",1
"小孩又是生了就",1
"小孩又會覺得還",1
"小孩又長的快我",1
"小孩反正目前她",1
"小孩反而跟她還",1
"小孩叛逆期很早",1
"小孩只喜歡自己",1
"小孩只因<U+",1
"小孩只是在害他",1
"小孩只是為了傳",1
"小孩只是為了自",1
"小孩只是苦了三",1
"小孩只要有一個",1
"小孩叫養畜生跟",1
"小孩可以不斷為",1
"小孩可以愛但絕",1
"小孩可以拿錢去",1
"小孩可以省下很",1
"小孩可以調劑圓",1
"小孩可以請傭人",1
"小孩可是我是個",1
"小孩可減少負擔",1
"小孩可能有困難",1
"小孩可能真的有",1
"小孩吃飽飽陪小",1
"小孩各位可以分",1
"小孩各位女孩們",1
"小孩吧你的人生",1
"小孩吧畢竟自己",1
"小孩吵架會增加",1
"小孩吵鬧小孩的",1
"小孩呀就讓台灣",1
"小孩呢不希望是",1
"小孩呢就必需認",1
"小孩呢我好恨被",1
"小孩呢我常常慶",1
"小孩呢有什麼理",1
"小孩和家裡起衝",1
"小孩和生產過程",1
"小孩和社會責任",1
"小孩哈哈哈之前",1
"小孩哭了暫離早",1
"小孩啊各位女孩",1
"小孩啊各位版友",1
"小孩啊從年輕被",1
"小孩啊我父母常",1
"小孩啊繼承老殘",1
"小孩啊花了時間",1
"小孩啊養小孩花",1
"小孩喔對了還有",1
"小孩喔這時的我",1
"小孩喜歡的偶爾",1
"小孩嗎不知道有",1
"小孩嗎天性不想",1
"小孩嗎她老實回",1
"小孩嗎如果無孕",1
"小孩嗎如題想詢",1
"小孩嗎妳們會不",1
"小孩嗎我也是不",1
"小孩嗎撇除不孕",1
"小孩嗎撇除年紀",1
"小孩嗎會有點小",1
"小孩嗎若妳有5",1
"小孩嗎還是只喜",1
"小孩嗎還是就是",1
"小孩嗎附上很純",1
"小孩嗨午安就是",1
"小孩因為也確實",1
"小孩因為小孩子",1
"小孩因為要是我",1
"小孩在你旁邊等",1
"小孩在旁邊一直",1
"小孩在玩玩具跟",1
"小孩在盧我幫他",1
"小孩在結婚就可",1
"小孩在經濟上絕",1
"小孩塞不回去抱",1
"小孩塞回去了沒",1
"小孩壓力嗎不知",1
"小孩多了很多限",1
"小孩多出一大堆",1
"小孩大家的想法",1
"小孩大家都知道",1
"小孩大家都說以",1
"小孩大概至少5",1
"小孩失去太多的",1
"小孩奉獻一切不",1
"小孩女生就可以",1
"小孩女生想生的",1
"小孩女生會減少",1
"小孩好嗎金城武",1
"小孩如果未來想",1
"小孩如果無法自",1
"小孩如果要多的",1
"小孩婆婆要顧我",1
"小孩媽媽就說她",1
"小孩子人生不完",1
"小孩子可愛但養",1
"小孩子可是我不",1
"小孩子是家庭組",1
"小孩子沒辦法決",1
"小孩子生下來之",1
"小孩子當作滿足",1
"小孩子的人在家",1
"小孩子給原po",1
"小孩子近一點的",1
"小孩寫作業對主",1
"小孩將來要去國",1
"小孩對女生就是",1
"小孩對她來說真",1
"小孩導向時間更",1
"小孩小孩可以不",1
"小孩小孩在盧我",1
"小孩小孩是給有",1
"小孩小孩有想要",1
"小孩小孩長大就",1
"小孩小小年紀只",1
"小孩小時候都可",1
"小孩小男生真的",1
"小孩尤其是玩到",1
"小孩尤其生小孩",1
"小孩就不用負責",1
"小孩就又增加了",1
"小孩就只是為了",1
"小孩就叫她來我",1
"小孩就好不想生",1
"小孩就應該至少",1
"小孩就是要拿出",1
"小孩就是要有覺",1
"小孩就是要養父",1
"小孩就是辛苦不",1
"小孩就是降低生",1
"小孩就會聽話嗎",1
"小孩就沒這些疑",1
"小孩就生了結果",1
"小孩就算經濟o",1
"小孩就要負責我",1
"小孩就覺得人生",1
"小孩就覺得但花",1
"小孩就覺得你們",1
"小孩就覺得自己",1
"小孩已經45年",1
"小孩希望能有個",1
"小孩帶下去之後",1
"小孩帶到國外教",1
"小孩帶小孩的待",1
"小孩年輕時的職",1
"小孩幸福那我寧",1
"小孩幾眼靠小孩",1
"小孩很力爭上游",1
"小孩很口憐QQ",1
"小孩很多朋友聽",1
"小孩很忙阿忙到",1
"小孩很沒有盡到",1
"小孩很煩會問我",1
"小孩很累發點癈",1
"小孩很花錢的一",1
"小孩很認同反正",1
"小孩很麻煩沒有",1
"小孩後你會發現",1
"小孩後來被人勸",1
"小孩後來覺得很",1
"小孩後生活一定",1
"小孩後的各種崩",1
"小孩後身材迅速",1
"小孩從小給的資",1
"小孩從小苦過來",1
"小孩快樂學習但",1
"小孩怕痛不敢生",1
"小孩想看看我們",1
"小孩感覺好可怕",1
"小孩成了二擇一",1
"小孩我一定會因",1
"小孩我一定訓練",1
"小孩我不想侷限",1
"小孩我也覺得還",1
"小孩我們來看看",1
"小孩我在統一麵",1
"小孩我小時候是",1
"小孩我從來沒交",1
"小孩我感覺想推",1
"小孩我才沒傻到",1
"小孩我更覺得這",1
"小孩我會說當然",1
"小孩我根本沒那",1
"小孩我照了照鏡",1
"小孩我真的無法",1
"小孩我自己是打",1
"小孩我覺得我一",1
"小孩我超自私我",1
"小孩我超討厭養",1
"小孩或已經生小",1
"小孩戰鬥輸了陪",1
"小孩所以也不需",1
"小孩所以因為沒",1
"小孩所以大部分",1
"小孩所以要提早",1
"小孩所以都靠爸",1
"小孩才完美嗎沒",1
"小孩才是完整的",1
"小孩才生在怎麼",1
"小孩才能開始慢",1
"小孩扶養到大呢",1
"小孩找個伴嗎包",1
"小孩把那些錢省",1
"小孩折磨自己和",1
"小孩拉回來從沒",1
"小孩拔麻用很堅",1
"小孩摧殘3小孩",1
"小孩撇開經濟問",1
"小孩撇除有錢人",1
"小孩撿角要讀不",1
"小孩改觀發現原",1
"小孩改變這一切",1
"小孩放在那個階",1
"小孩教小孩的時",1
"小孩教育跟個性",1
"小孩文章有很多",1
"小孩方式其實依",1
"小孩方面可以不",1
"小孩是05歲的",1
"小孩是不是一件",1
"小孩是不是更重",1
"小孩是不是會害",1
"小孩是人生一定",1
"小孩是個人生非",1
"小孩是啊又累又",1
"小孩是因為第一",1
"小孩是完全爽男",1
"小孩是害人而不",1
"小孩是很不合理",1
"小孩是很多女生",1
"小孩是怎樣的動",1
"小孩是欲望貪心",1
"小孩是每個人的",1
"小孩是生來根本",1
"小孩是給有錢有",1
"小孩是能多不肖",1
"小孩是需要超級",1
"小孩時都會驚覺",1
"小孩更可憐的是",1
"小孩會不想照顧",1
"小孩會不會影響",1
"小孩會不會褲頭",1
"小孩會不會讀個",1
"小孩會哭媽媽只",1
"小孩會帶來甚麼",1
"小孩會幸福就算",1
"小孩會想換位子",1
"小孩會提升還是",1
"小孩會是怎樣之",1
"小孩會有耐心嗎",1
"小孩會比較好人",1
"小孩會照顧你到",1
"小孩會痛所以你",1
"小孩會看一堆細",1
"小孩有一個朋友",1
"小孩有一段時間",1
"小孩有些人兩個",1
"小孩有什麼狀況",1
"小孩有個沒責任",1
"小孩有先天疾病",1
"小孩有動物一生",1
"小孩有千百種原",1
"小孩有多可愛看",1
"小孩有夠沒責任",1
"小孩有家庭的我",1
"小孩有很多壞處",1
"小孩有想要讓你",1
"小孩有時候要我",1
"小孩有關出去玩",1
"小孩有點太晚大",1
"小孩本來就有保",1
"小孩本來我家裡",1
"小孩根本也沒有",1
"小孩根本沒好處",1
"小孩根本沒有時",1
"小孩概念都是粉",1
"小孩歲一樣廢爸",1
"小孩每個都很有",1
"小孩每年特休請",1
"小孩每次都說會",1
"小孩比上班累是",1
"小孩比較好我一",1
"小孩氣到不行快",1
"小孩沒有強制況",1
"小孩沒有買房子",1
"小孩沒甚麼不一",1
"小孩沒辦法住大",1
"小孩沒辦法決定",1
"小孩法聽起來有",1
"小孩派自從結婚",1
"小孩滿累的光是",1
"小孩為什麼一定",1
"小孩然後做父母",1
"小孩煩犧牲自己",1
"小孩特別是人工",1
"小孩牽制住導致",1
"小孩犧牲怎樣都",1
"小孩犧牲這麼多",1
"小孩獨立後才有",1
"小孩玩但發現自",1
"小孩玩樂一下就",1
"小孩玩然後我這",1
"小孩現在已經在",1
"小孩現在應該都",1
"小孩現在這年頭",1
"小孩理性來說應",1
"小孩甚至常常陪",1
"小孩甚至隔代遺",1
"小孩生下來就受",1
"小孩生下來就會",1
"小孩生下來就確",1
"小孩生下來自然",1
"小孩生了才知道",1
"小孩生出來之後",1
"小孩生小孩也需",1
"小孩生畸形兒的",1
"小孩男友的父母",1
"小孩畢竟小孩沒",1
"小孩當然會對生",1
"小孩當然沒問題",1
"小孩當狗虐而已",1
"小孩的一開始剛",1
"小孩的不是了雖",1
"小孩的事女孩兒",1
"小孩的事情不過",1
"小孩的人不要一",1
"小孩的人在想什",1
"小孩的人多嗎因",1
"小孩的人大學時",1
"小孩的人好勇敢",1
"小孩的人如果因",1
"小孩的人就是那",1
"小孩的人應該要",1
"小孩的人我不婚",1
"小孩的人是不是",1
"小孩的人是做了",1
"小孩的人更對未",1
"小孩的人生，到",1
"小孩的人表示一",1
"小孩的人都怎麼",1
"小孩的你們生了",1
"小孩的八卦看到",1
"小孩的共識未來",1
"小孩的前幾年時",1
"小孩的動物就不",1
"小孩的原因１養",1
"小孩的另一半每",1
"小孩的可愛家庭",1
"小孩的可能不知",1
"小孩的嗎原因是",1
"小孩的場所讓你",1
"小孩的多的去了",1
"小孩的女生來說",1
"小孩的女生們到",1
"小孩的女生如題",1
"小孩的好啊小妹",1
"小孩的姓氏了因",1
"小孩的媽但我在",1
"小孩的媽媽了E",1
"小孩的嬉鬧聲都",1
"小孩的家庭不同",1
"小孩的家庭不懂",1
"小孩的家庭如果",1
"小孩的家庭我身",1
"小孩的對象<U",1
"小孩的對象男友",1
"小孩的就是婦女",1
"小孩的就算蜉蝣",1
"小孩的就覺得呵",1
"小孩的師兄師妹",1
"小孩的待業時間",1
"小孩的心理準備",1
"小孩的慢跑鞋涼",1
"小孩的慾望羨慕",1
"小孩的我沒辦法",1
"小孩的時候會問",1
"小孩的時候都丟",1
"小孩的時間成本",1
"小孩的時間還有",1
"小孩的樣子會提",1
"小孩的機遇經濟",1
"小孩的權利但你",1
"小孩的照顧費用",1
"小孩的照顧跟教",1
"小孩的父母小孩",1
"小孩的爸爸不存",1
"小孩的現在會開",1
"小孩的理由比較",1
"小孩的生活品質",1
"小孩的生活費教",1
"小孩的生活過得",1
"小孩的男友現在",1
"小孩的男方出社",1
"小孩的男方還是",1
"小孩的痛苦堪稱",1
"小孩的的滿山滿",1
"小孩的神活著就",1
"小孩的窮父母也",1
"小孩的絕對可以",1
"小孩的經濟壓力",1
"小孩的話一個月",1
"小孩的話他沒辦",1
"小孩的話最早3",1
"小孩的話小孩現",1
"小孩的話就生沒",1
"小孩的話感覺可",1
"小孩的話我非常",1
"小孩的話結婚幹",1
"小孩的話誰來陪",1
"小孩的議題時若",1
"小孩的責任不代",1
"小孩的責任歸到",1
"小孩的運動用品",1
"小孩的過程再重",1
"小孩的還要陪小",1
"小孩的那些災難",1
"小孩的部分原因",1
"小孩的都蠻自私",1
"小孩的重要原因",1
"小孩的開銷真的",1
"小孩的關係常常",1
"小孩的需求也不",1
"小孩目前真的不",1
"小孩相處但是你",1
"小孩相處帶他去",1
"小孩看到小孩就",1
"小孩看到我一臉",1
"小孩看的電視跟",1
"小孩真是罪過只",1
"小孩真是罪過妳",1
"小孩真的好好好",1
"小孩真的好花錢",1
"小孩真的少的錢",1
"小孩真的很好看",1
"小孩真的要生可",1
"小孩真的要花很",1
"小孩真的覺得帶",1
"小孩真的超可愛",1
"小孩瞬間衰老1",1
"小孩私校全英語",1
"小孩累炸4父母",1
"小孩給他最低限",1
"小孩給我咬碎塑",1
"小孩綁住但是據",1
"小孩綁在一起做",1
"小孩綁定這樣一",1
"小孩綁死時間在",1
"小孩繼承但是現",1
"小孩老了就可以",1
"小孩而且還只是",1
"小孩而你也沒資",1
"小孩而單身的女",1
"小孩而後悔錯過",1
"小孩而找不到對",1
"小孩而結婚通常",1
"小孩肥胖是女生",1
"小孩肯定會有很",1
"小孩能力但家長",1
"小孩能夠讓小孩",1
"小孩自信滿滿活",1
"小孩自己家的沒",1
"小孩自費檢查剖",1
"小孩至少有錢可",1
"小孩花４喜歡小",1
"小孩花費更是驚",1
"小孩花錢就算了",1
"小孩若被生下來",1
"小孩衣食無憂是",1
"小孩要一筆錢不",1
"小孩要不要出生",1
"小孩要我滾出去",1
"小孩要把時間拿",1
"小孩要教啊他們",1
"小孩要考慮很多",1
"小孩要花多少錢",1
"小孩要買房買車",1
"小孩要走音樂藝",1
"小孩覺得大家都",1
"小孩解人生成就",1
"小孩該自己帶的",1
"小孩認真帶小孩",1
"小孩說現在雙薪",1
"小孩說穿了就是",1
"小孩調整腳步和",1
"小孩諸多抱怨會",1
"小孩講話小聲點",1
"小孩謝謝你們很",1
"小孩變成只能花",1
"小孩讓她老時有",1
"小孩負擔馬上增",1
"小孩費用是天文",1
"小孩走偏類似未",1
"小孩超可愛超好",1
"小孩跟一樣廢的",1
"小孩跟著的份我",1
"小孩跟金庸一樣",1
"小孩跟養狗不一",1
"小孩身上短時間",1
"小孩身上身邊也",1
"小孩這件事女生",1
"小孩這件事從生",1
"小孩這件事感到",1
"小孩這件事我和",1
"小孩這件事我是",1
"小孩這件事是窮",1
"小孩這個人就是",1
"小孩這是我我才",1
"小孩這時候問題",1
"小孩這樣人口紅",1
"小孩這樣的男生",1
"小孩這麼有耐心",1
"小孩造成的是結",1
"小孩還一副寵溺",1
"小孩還可減壽生",1
"小孩還小還是再",1
"小孩還會給你在",1
"小孩還有父母對",1
"小孩還有種想要",1
"小孩還沒開始養",1
"小孩還要花時間",1
"小孩那些小孩反",1
"小孩那人生的步",1
"小孩那就分手這",1
"小孩那派的想法",1
"小孩那老到只剩",1
"小孩都不想照顧",1
"小孩都來認我當",1
"小孩都是一個發",1
"小孩都沒問題還",1
"小孩都沒東西可",1
"小孩長大就會自",1
"小孩長大就要養",1
"小孩長大後也不",1
"小孩長大後能不",1
"小孩長大自立後",1
"小孩長歪的風險",1
"小孩開始打羽球",1
"小孩開心的模樣",1
"小孩開銷不但因",1
"小孩開門進來靠",1
"小孩阿下個月過",1
"小孩雖然以男方",1
"小孩需要給他足",1
"小孩青春期成年",1
"小孩非常痛苦之",1
"小孩竟然反應平",1
"小孩養到18歲",1
"小孩養到一個年",1
"小孩養小孩的窮",1
"小孩養小小孩不",1
"小孩骨盆會變寬",1
"小學去學校也只",1
"小學校統一但老",1
"小學的時候同學",1
"小學賓士車接送",1
"小學都曾經考過",1
"小家庭來推責任",1
"小家庭及兩家族",1
"小家庭給低家用",1
"小小一間現在流",1
"小小孩不過這和",1
"小小年紀只能每",1
"小小願望就是買",1
"小就知道要幫我",1
"小屋老了就種健",1
"小常識魔法師與",1
"小年紀只能每天",1
"小康家庭也就是",1
"小康家庭出身的",1
"小很多不用考慮",1
"小心你未來會面",1
"小心在調製的配",1
"小心懷孕不得不",1
"小心懷孕生下來",1
"小心有的１０其",1
"小心真的還可以",1
"小心翼翼地檢查",1
"小心過達爾文繁",1
"小感恩各位犧牲",1
"小我當初跟你一",1
"小時也很難改變",1
"小時保姆廠商C",1
"小時候擔心品德",1
"小時候是24托",1
"小時候更苦自己",1
"小時候的我嚮往",1
"小時候過的物質",1
"小時候都可愛啊",1
"小時回到家我照",1
"小時漲到痛也不",1
"小時的日間保姆",1
"小時看護不過爸",1
"小朋友玩而已今",1
"小朋友的但是就",1
"小李就連唯一會",1
"小李是努力的天",1
"小李長得憨憨的",1
"小李雖然他不像",1
"小模等級美女這",1
"小沒就沒零用錢",1
"小沒菲傭幫你提",1
"小玩具走到哪丟",1
"小產後覺得工作",1
"小產的朋友H說",1
"小男生真的很討",1
"小白兔光防守就",1
"小的不愛他雖然",1
"小的感覺傻傻呆",1
"小的所以我不能",1
"小的時候因為他",1
"小的時候沒辦法",1
"小的比較招他們",1
"小的白色內褲總",1
"小突然冒出火花",1
"小筆幾百萬在東",1
"小給的資源跟教",1
"小聯誼相親仍然",1
"小聲點林可彤聽",1
"小苦過來的父母",1
"小菊花嗎你大便",1
"小虫只是大魚大",1
"小資中產階層為",1
"小資女每個月只",1
"小辛苦以前我東",1
"小還是再等個十",1
"小願望就是買間",1
"小魚小虫只是大",1
"小魯功課不錯非",1
"少500萬還要",1
"少一個人類製造",1
"少一千萬因為有",1
"少不要為這個社",1
"少了或是累到不",1
"少了消費被迫降",1
"少人人成長已經",1
"少人就是因為這",1
"少人後悔但是都",1
"少人會在婚前做",1
"少人現在多少人",1
"少但這樣的女人",1
"少你身上有足夠",1
"少來衡量是否要",1
"少做到不讓孩子",1
"少兩個吧一個遇",1
"少兵源會不足女",1
"少出國玩大概變",1
"少分都是同一份",1
"少十年你還必須",1
"少十年壽命除了",1
"少十年感覺好麻",1
"少受虐兒案例父",1
"少吧小魯今年2",1
"少吧那存的那些",1
"少呢尤其那種從",1
"少在事業上有一",1
"少女一樣對於大",1
"少女但生過小孩",1
"少子化個人覺得",1
"少子化呢在於結",1
"少子化問題都會",1
"少子化對策失效",1
"少子化日趨嚴重",1
"少子化是國安問",1
"少子化的元凶之",1
"少子化的問題當",1
"少子化課題大家",1
"少子化雖然實際",1
"少安全的生活環",1
"少小康家庭出身",1
"少就知道靠自己",1
"少就花多少每年",1
"少工作時間錢更",1
"少我自己要生的",1
"少或是從來沒有",1
"少才有能力撫養",1
"少數g對情人體",1
"少數想生老三還",1
"少數結婚原來自",1
"少會幫忙如果家",1
"少會影響生活吧",1
"少會感到空虛E",1
"少會被影響10",1
"少會造成產業問",1
"少會遇到很喜歡",1
"少有時看錯方向",1
"少有法律保護雙",1
"少有錢可以學才",1
"少每年都可以出",1
"少爭吵馬的這不",1
"少生啦地球都快",1
"少男生因為大多",1
"少留言跳出來說",1
"少的錢不止這些",1
"少目前我對擁有",1
"少看過篇統計養",1
"少真的拜託能夠",1
"少種種因素堆加",1
"少結婚後為了增",1
"少繳稅其實本來",1
"少而神是不會生",1
"少聯絡嗎我要提",1
"少能穩定存錢但",1
"少要四大有些人",1
"少見甚至還說他",1
"少負擔但是想生",1
"少賀爾蒙不協調",1
"少賺生活費只有",1
"少跟我有任何肢",1
"少過怎樣的生活",1
"少錢，我媽未婚",1
"少錢不能養小孩",1
"少錢才能在台北",1
"少錢的文章越發",1
"少開銷更多能力",1
"尖高中靠補習上",1
"尤其女人更是有",1
"尤其收入頗豐的",1
"尤其是另一半過",1
"尤其是玩到最後",1
"尤其是長輩們我",1
"尤其有了小孩你",1
"尤其生小孩是完",1
"尤其當他們的處",1
"尤其當你中年父",1
"尤其目前在國內",1
"尤其看到我一個",1
"尤其自然產你洞",1
"尤其那種從小到",1
"就，但她往後的",1
"就30歲了是家",1
"就40了非常仇",1
"就一個家境普通",1
"就一百萬剖腹產",1
"就一直問何時生",1
"就一般朋友我該",1
"就一起去安樂死",1
"就一輩子庸庸碌",1
"就上網po說甚",1
"就不再繼續算下",1
"就不同重感情這",1
"就不想生小孩各",1
"就不想生小孩特",1
"就不想生的女孩",1
"就不想結婚也有",1
"就不是嗎湯瑪斯",1
"就不會再問了嗎",1
"就不會在自然界",1
"就不會想吧ˇˇ",1
"就不會有這麼大",1
"就不會繼續交往",1
"就不會被逼著買",1
"就不會這樣了但",1
"就不會這樣講結",1
"就不照顧自己的",1
"就不用負責太多",1
"就不結婚了誰要",1
"就不結婚女人不",1
"就不能襯托出快",1
"就不要下降了不",1
"就不要生了台灣",1
"就不要生小孩呀",1
"就不要生我替臺",1
"就不說了至於照",1
"就不贅述了心理",1
"就不贅述想到光",1
"就不錯所以兩人",1
"就不須屈就還有",1
"就丟掉喔還不能",1
"就也別浪費對方",1
"就也可以馬上同",1
"就乾脆不想結婚",1
"就代表生活品質",1
"就做好一輩子沒",1
"就停了與還沒有",1
"就偷笑了還要千",1
"就像27件禮服",1
"就像原原PO說",1
"就像因為害怕死",1
"就像是少女一樣",1
"就像是準備高中",1
"就像是進了非洲",1
"就像自己知道有",1
"就全部到處亂畫",1
"就兩人輕鬆度日",1
"就出去玩也不用",1
"就出門交朋友對",1
"就分手""這確實",1
"就分手愛本來就",1
"就分手這種就是",1
"就別生坦白說我",1
"就別生沒做好心",1
"就去哪裡算是蠻",1
"就去哪賺到的錢",1
"就去玩老了住爸",1
"就去結婚生個小",1
"就又增加了子女",1
"就取得好工作打",1
"就受罪有沒有人",1
"就只想看看世界",1
"就只是希望如此",1
"就只是為了讓自",1
"就只有一個配偶",1
"就只有一開始執",1
"就只有人微言輕",1
